FISH_ID	POPULATION	REGION	TEMPERATURE	WEIGHT	DRY_WEIGHT	RESTING_DATE	RESTING_CHAMBER	RESTING_SYSTEM	RESTING_SUMP	RESTING_AM_PM	RESTING_START_TIME	RESTING_ENDTIME	RESTING_RUNTIME	RESTING	RESTING_MgO2/hr	RESTING_RESPR	RESTING_MgO2/hr_RESPR	MAX_DATE	MAX_CHAMBER	MAX_SYSTEM	MAX_SUMP	MAX_AM_PM	MAX_START_TIME	MAX 	MAX_MgO2/hr	MAX_RESPR	MAX_MgO2/hr_RESPR	FAS	NAS	MgO2/hr_Net	steepest_slope	Swim performance	Notes
LCKM176_31.5	Cockermouth Island	Leading	31.5	0.01345	0.01219	16/08/2022	3	asus	2	PM	17:36:35	21:26:05	3:49:30	298.344	4.0127268	314.14	3.83	16/08/2022	3	asus	2	PM	17:36:35	525.276	6.40311444	697.4831	8.5023	2.219921671	383.3431	4.6723	1	good	
LCKM180_27	Cockermouth Island	Leading	27	0.02418	0.02031	14/06/2022	1	asus	2	PM	15:16:00	19:44:25	4:28:25	198.713	4.80488034	228.18	4.63	27/06/2022	2	asus	2	AM	10:53	343.5139755	6.976768842	475.8816	9.665155	2.087506479	247.7016	5.035155	1	good	
LCKM180_28.5	Cockermouth Island	Leading	28.5	0.02418	0.02031	15/07/2022	4	asus	2	PM	16:36:00	20:20:33	3:44:33	247.787	5.99148966	295.31	6	15/07/2022	4	asus	2	PM	16:36	487.6524	9.904220244	681.0682	13.83249	2.305415	385.7582	7.83249	1	good	
LCKM180_30	Cockermouth Island	Leading	30	0.02418	0.02031	1/08/2022	2	asus	2	AM	11:00:00	15:34:08	4:34:08	212.841	5.14649538	246.36	5	1/08/2022	2	asus	2	AM	11:00	433.34	8.8011354	571.2870446	11.6345167	2.32690334	324.9270446	6.6345167	1	good	
LCKM180_31.5	Cockermouth Island	Leading	31.5	0.02418	0.02031	14/08/2022	2	asus	2	AM	12:58:30	18:27:53	5:29:23	222.765	5.3864577	265.4	5.39	14/08/2022	2	asus	2	AM	12:58:30	453.1362	9.203196222	597.1093	12.12729	2.249961039	331.7093	6.73729	1	good	
LKES141_27	Keswick Island	Leading	27	0.03561	0.02829	15/06/2022	2	dell	1	PM	15:11:00	19:12:20	4:01:20	207.74	7.3976214	258.84	7.32	28/06/2022	4	asus	2	AM	12:27	449.9335815	12.72862102	615.5306	17.41336	2.378874317	356.6906	10.09336	1	good	
LKES141_28.5	Keswick Island	Leading	28.5	0.03561	0.02829	16/07/2022	3	dell	1	PM	16:51:00	21:02:29	4:11:29	169.034	6.01930074	200.68	5.68	16/07/2022	3	dell	1	PM	16:51	359.294	10.16442726	493.844	13.97085	2.45965669	293.164	8.29085	1	good	
LKES142_27	Keswick Island	Leading	27	0.04016	0.02911	16/06/2022	2	dell	1	PM	14:43:55	19:01:09	4:17:14	185.444	7.44743104	249.09	7.25	27/06/2022	3	dell	1	PM	15:26	275.825752	8.02928764	402.8289	11.72635	1.617427586	153.7389	4.47635	1	good	
LKES142_28.5	Keswick Island	Leading	28.5	0.04016	0.02911	19/07/2022	3	asus	2	AM	10:44:00	14:33:36	3:49:36	138.979	5.58139664	187.13	5.45	19/07/2022	3	asus	2	AM	10:44	371.356	10.81017316	583.9863	16.99984	3.119236697	396.8563	11.54984	1	good	
LKES142_30	Keswick Island	Leading	30	0.04016	0.02911	30/07/2022	1	dell	1	PM	14:18:00	19:36:26	5:18:26	167.118	6.71145888	232.27	6.76	30/07/2022	1	dell	1	PM	14:18	305.496	8.89298856	464.6639598	13.563292	2.006404142	232.3939598	6.803292	3	good	
LKES142_31.5	Keswick Island	Leading	31.5	0.04016	0.02911	16/08/2022	3	dell	1	AM	11:12:45	15:44:17	4:31:32	209.674	8.42050784	286.25	8.33	16/08/2022	3	dell	1	AM	11:12:45	295.854	8.61230994	489.5677	14.25132	1.710842737	203.3177	5.92132	3	good	
LKES143_27	Keswick Island	Leading	27	0.04005	0.02916	14/06/2022	1	dell	1	AM	9:37:00	13:52:04	4:15:04	140.679	5.63419395	164.49	4.8	28/06/2022	4	dell	1	AM	12:07	373.2451225	10.88382777	481.0595	14.02769	2.922435417	316.5695	9.22769	1	good	problem with chamber/probe??
LKES143_28.5	Keswick Island	Leading	28.5	0.04005	0.02916	16/07/2022	2	asus	2	AM	10:58:00	14:38:42	3:40:42	154.345	6.18151725	212.34	6.19	16/07/2022	2	asus	2	AM	10:58	349.468	10.19048688	552.6554	16.11543	2.603462036	340.3154	9.92543	3	good	
LKES143_30	Keswick Island	Leading	30	0.04005	0.02916	1/08/2022	3	dell	1	AM	11:09:00	15:16:38	4:07:38	208.167	8.33708835	281.83	8.22	1/08/2022	3	dell	1	AM	11:09	317.075	9.245907	460.8076922	13.47383715	1.639152938	178.9776922	5.25383715	1	good	
LKES143_31.5	Keswick Island	Leading	31.5	0.04005	0.02916	15/08/2022	4	asus	2	AM	13:09:13	17:06:56	3:57:43	240.858	9.6463629	327.35	9.55	18/08/2022	3	dell	1	AM	11:53:28	352.598	10.28175768	537.8631	15.68409	1.642313089	210.5131	6.13409	1	good	
LKES145_27	Keswick Island	Leading	27	0.04235	0.03036	15/06/2022	1	asus	2	AM	10:50	14:26:23	3:36:23	181.347	7.68004545	267.97	8.2	28/06/2022	3	dell	1	PM	15:43	358.1476066	10.87336133	573.5177	17.29729	2.10942561	305.5477	9.09729	1	good  	
LKES145_28.5	Keswick Island	Leading	28.5	0.04235	0.03036	17/07/2022	4	asus	2	AM	12:02:00	15:24:51	3:22:51	172.65	7.3117275	227.06	6.89	17/07/2022	4	asus	2	AM	12:02	402.505	12.2200518	599.5282	18.20168	2.641753266	372.4682	11.31168	1	good	
LKES145_30	Keswick Island	Leading	30	0.04235	0.03036	31/07/2022	1	asus	2	AM	10:32:00	15:18:49	4:46:49	143.701	6.08573735	194.51	5.91	31/07/2022	1	asus	2	AM	10:32	366.74	11.1342264	527.1519714	16.0480301	2.715402724	332.6419714	10.1380301	2	good	
LKES145_31.5	Keswick Island	Leading	31.5	0.04235	0.03036	15/08/2022	4	dell	1	AM	12:51:48	17:03:44	4:11:56	168.753	7.14668955	226.28	6.87	15/08/2022	4	dell	1	AM	12:51:48	394.144	11.96621184	585.0435	17.76192	2.585432314	358.7635	10.89192	2	good	used second slope  
LKES168_27	Keswick Island	Leading	27	0.0233	0.01846	15/06/2022	4	dell	1	AM	10:10:32	14:20:44	4:10:12	204.633	4.7679489	282.55	5.22	27/06/2022	3	asus	2	AM	11:51	176.3489	3.255400694	278.4721	5.140596	0.984788506	-4.0779	-0.079404	1	poor	deceased - data quailty looks poor
LKES172_27	Keswick Island	Leading	27	0.01829	0.0135	15/06/2022	2	asus	2	PM	16:16:00	19:26:31	3:10:31	185.1632	3.386634928	235.93	3.19	28/06/2022	2	dell	1	PM	17:02	442.5910765	5.974979532	651.6419	8.797165	2.757731975	415.7119	5.607165	1	good  	
LKES172_28.5 	Keswick Island	Leading	28.5	0.01829	0.0135	18/07/2022	1	asus	2	PM	15:32:00	20:09:40	4:37:40	194.667	3.56045943	242.36	3.27	18/07/2022	1	asus	2	PM	15:32	468.131	6.3197685	687.4752	9.280915	2.838200306	445.1152	6.010915	1	good	
LKES172_30	Keswick Island	Leading	30	0.01829	0.0135	31/07/2022	4	asus	2	AM	11:56:00	15:18:49	3:22:49	224.842	4.11236018	293.41	3.96	31/07/2022	4	asus	2	AM	11:56	524.091	7.0752285	700.6000117	9.483920685	2.394929466	407.1900117	5.523920685	2	good	
LKES172_31.5	Keswick Island	Leading	31.5	0.01829	0.0135	14/08/2022	2	dell	1	AM	12:37:56	18:22:22	5:44:26	224.705	4.10985445	306.41	4.14	14/08/2022	2	dell	1	AM	12:37:56	497.931	6.7220685	770.5952	10.40304	2.512811594	464.1852	6.26304	1	good	
